submission_id,timestamp,workshop_id,name,duration_sec,answers_json,score_x_raw,score_y_raw,archetype,animal_x_mod,animal_y_mod,animal_note,score_x_final,score_y_final,outlier_flag,interpretation,age,education,field,gender,user_agent,version
dfcf3566,2026-05-11T07:12:24.279Z,bioptic,Lenka,286,"{""q1"":""6m_2y"",""q2"":""weekly"",""q3"":[""copilot""],""q4"":""no"",""q5"":[""none""],""q6"":3,""q7"":4,""q8"":[""authenticity"",""dependency"",""ethics""],""q9"":2,""q10"":{""animalSelf"":""Pes"",""reasonSelf"":""Věrnost, vytrvalist"",""animalAi"":""Sova""},""q11"":{""age"":""46_55"",""education"":""vs"",""field"":""finance"",""gender"":""female""}}",25,6,casual_enthusiast,0,0,"Pes a sova — věrnost a moudrost — zní jako klasická pohádka, ale zkus ji otočit: pes se ráno vrátí s tím, co mu pán hodil, sova sedí a mlčí, dokud se nezeptáš správně. Ty přicházíš k AI týdně, pravidelně, s důvěrou — ale sova odpoví jen tak dobře, jak přesně zazní otázka v noci. Možná věrnost bez pokročilého dotazování znamená, že sova zatím vydává jen průměrná proroctví, protože pes ještě neví, co všechno může přinést. Anebo jinak: sova nikdy nepřijde pro pohlazení sama od sebe — to je na tobě.",25,56,FALSE,"Jsi začátečník s mírným optimismem — používáš AI pravidelně, ale zatím spíše jako spolehlivý textový nástroj v rámci jednoho ekosystému (Microsoft Copilot), bez pokročilých technik. Zajímavý signál je napětí mezi obavami z autenticity a závislosti na jedné straně a odporem k přísné regulaci (skóre 2 u Q9) na straně druhé — to naznačuje, že regulaci vidíš jako problém, ale vlastní kritický filtr zatím není plně vytrénovaný. Konkrétní krok: zkus záměrně jeden měsíc ověřovat každý výstup Copilota z nezávislého zdroje a zaznamenávej, kde selhal — tím si místo obav vybuduje systém. Paralelně zkus prompt s explicitní rolí nebo chain-of-thought instrukcí, abys viděl, jak moc výsledek ovlivní zadání",46_55,vs,finance,female,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",0.1.0
a79dd66d,2026-05-11T07:19:16.311Z,bioptic,David,166,"{""q1"":""lt6m"",""q2"":""daily"",""q3"":[""chatgpt"",""gemini"",""copilot""],""q4"":""no"",""q5"":[""none""],""q6"":4,""q7"":5,""q8"":[""authenticity"",""dependency"",""safety""],""q9"":2,""q10"":{""animalSelf"":""Pes"",""animalAi"":""Nevim""},""q11"":{""age"":""36_45"",""education"":""ss_matur"",""gender"":""male"",""field"":""health""}}",27,21,casual_enthusiast,0,0,"Přirovnal ses k psovi — tvorovi, který přichází s důvěrou, ale čeká, jestli mu druhá strana tu důvěru vrátí. AI ses přirovnat nechtěl nebo nemohl, jen „nevím"" — a to je vlastně nejupřímnější odpověď, jakou lze dát něčemu, co ještě nemá jméno. Pes a bezejmenná věc: vztah, který zatím nemá formu, jen zvyk každodenního setkávání. Možná právě proto, že ses neptáš, co AI „je"", ji používáš bez zábran — a možná právě proto, že se ptáš, ji jednoho dne pochopíš lépe než ti, kteří si byli jistí od začátku.",27,71,FALSE,"Jsi začátečník-nadšenec: AI používáš teprve krátce, ale zato každý den a napříč třemi různými nástroji — to není náhoda, to je apetit. Zajímavý signál je rozpor mezi tvými obavami (autenticita obsahu, závislost, bezpečnost) a tím, že zároveň silně věříš, že AI změní tvůj život k lepšímu — cítíš přitažlivost i třecí plochy najednou. Konkrétní krok: protože pracuješ jen s textem a nepoužíváš žádné pokročilé techniky, zkus záměrně experimentovat s technikou chain-of-thought — ptej se AI na postup uvažování, ne jen na výsledek. Pomůže ti to přímo testovat tu autenticitu obsahu, která tě znepokojuje.",36_45,ss_matur,health,male,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",0.1.0
bde275cb,2026-05-11T07:19:33.468Z,bioptic,Ilja,169,"{""q1"":""never"",""q2"":""never"",""q3"":[""chatgpt"",""gemini""],""q4"":""no"",""q5"":[""none""],""q6"":5,""q7"":5,""q8"":[""hallucinations""],""q9"":3,""q10"":{""animalSelf"":""Shark"",""animalAi"":""Drak""},""q11"":{""age"":""56_65"",""education"":""vs"",""field"":""science"",""gender"":""male""}}",2,27,casual_enthusiast,0,0,"Žralok se pohybuje sám, bez okázalosti, a funguje spolehlivě miliony let — žádná přestavba, jen prověřená efektivita. Drak je naproti tomu tvor z příběhů: mocný, trochu nedefinovatelný, budí respekt i před první schůzkou. Vtip je v tom, že žralok draka ještě nikdy neviděl naživo — zná ho jen z doslechu — a přesto mu přisuzuje sílu měnit světy. Možná právě proto, že žraloci vědí něco o tom, jak vypadá věc, která nepotřebuje se předvádět, aby byla nebezpečná.",2,77,FALSE,"Jsi klasický začátečník-nadšenec: ChatGPT a Gemini znáš od pohledu, ale zatím jsi je ještě nespustil(a). Zajímavý je vnitřní kontrast — věříš, že AI změní svět k lepšímu (5/5), a zároveň ses zastavil(a) u halucinací jako hlavní obavy; to ukazuje, že optimismus máš dobře ukotven v realitě, ne ve slepé víře. Konkrétní první krok: otevři ChatGPT a zadej mu jeden úkol, který dnes skutečně řešíš — napiš e-mail, shrň dokument, připrav otázky na schůzku. Pak výstup zkontroluj a vědomě hledej, kde model chybuje — tak si zároveň ověříš oprávněnost svých obav i hodnotu nástroje.",56_65,vs,science,male,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Mobile/15E148 Safari/604.1",0.1.0
d59ab309,2026-05-11T07:24:45.737Z,bioptic,Václava,1284,"{""q1"":""never"",""q2"":""monthly"",""q3"":[""copilot""],""q4"":""no"",""q5"":[""none""],""q6"":4,""q7"":3,""q8"":[""none""],""q9"":4,""q10"":{""animalSelf"":""Opice"",""reasonSelf"":""Hravá"",""animalAi"":""Chobotnice"",""reasonAi"":""Rozpěti""},""q11"":{""age"":""over_65"",""education"":""ss_matur"",""field"":""finance"",""gender"":""female""}}",6,5,casual_enthusiast,0,0,"Hravá opice a chobotnice s osmi chapadly — na první pohled nepravděpodobný pár, ale zkus se na to podívat jinak: opice zkoumá svět rukama, jednou věcí najednou, s radostí z okamžiku; chobotnice mezitím zpracovává osm proudů reality současně a ani si to zvlášť nepřipouští. Tvé slovo „rozpětí"" pro AI je přesné a trochu závratné — a možná právě proto zatím saháš po jednom nástroji a jedné modalitě, protože instinktivně víš, že chobotnici nestačí sledovat jen jedno chapadlo. Není to ostražitost ani lenost, spíš zdravý smysl pro to, co uneseš bez ztráty hravosti. Otázka je, jestli si jednoho dne netroufneš chobotnici pohladit i tím druhým chapadlem — třeba jen ze zvědavosti.",6,55,FALSE,"Jsi začátečník s mírně optimistickým pohledem na AI — zatím ji používáš sporadicky a výhradně přes Microsoft Copilot v textovém režimu, bez jakýchkoli pokročilých technik. Zajímavý signál je drobný rozpor mezi tím, že věříš v sílu AI (Q6: 4) a zároveň si nejsi jistý/á, jestli ti osobně přinese zlepšení (Q7: 3) — to naznačuje, že potenciál vidíš spíše abstraktně, ne ještě ve vlastní praxi. Konkrétní krok vpřed: zkus Copilotu zadat opakující se textovou úlohu, kterou děláš každý měsíc — ať si ověříš, kde ti reálně ušetří čas. Přidej k tomu jediný pokročilý prvek — třeba systémový prompt nebo instrukci role — a rozdíl ve výstupu sám/sama porovnej.",over_65,ss_matur,finance,female,"Mozilla/5.0 (iPhone; CPU OS 26_4_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4.2 Mobile/15e148 Safari/605.1.15  SznProhlizec/16.6.1i",0.1.0
b147aa84,2026-05-11T07:28:39.698Z,bioptic,Jiří,253,"{""q1"":""gt2y"",""q2"":""daily"",""q3"":[""chatgpt"",""gemini"",""audio""],""q4"":""multi"",""q5"":[""long_prompt"",""chatbot_max""],""q6"":5,""q7"":2,""q8"":[""jobs"",""authenticity"",""dependency""],""q9"":4,""q10"":{""animalSelf"":""Slon"",""animalAi"":""Mravenec""},""q11"":{""age"":""36_45"",""education"":""vs"",""field"":""business"",""gender"":""male""}}",71,-14,realistic_power_user,0,0,"Slon a mravenec — to je na první pohled absurdní nepoměr síly, paměti a váhy. Ale všimni si: slon nezapomíná, chodí po stejných stezkách po generace, nese historii krajiny v sobě. A mravenec? Mravenec neví nic sám o sobě — je to kolonka v síti, výkon bez vědomí, preciznost bez záměru. Je to trochu provokativní čtení: možná sleduješ AI s tou sloní trpělivostí někoho, kdo ví, že kolonie mravenců může přetvořit půdu, ale taky že ji nezajímá, co na ní potom poroste. Tahle dvojice nezní jako partnerství — spíš jako soustředěné pozorování z bezpečné vzdálenosti.",71,36,FALSE,"Jsi realistický power user — AI ovládáš na denní bázi napříč nástroji i modalitami, ale bez iluze, že to změní tvůj svět k lepšímu. Zajímavý je kontrast mezi Q6 a Q7: věříš, že AI za pět let dožene člověka, ale osobní přínos hodnotíš skepticky — to není ignorance, to je záměrný odstup. Praktický krok vpřed: protože already využíváš deep research a projekty, má smysl začít testovat, kde konkrétně tě AI stojí více energie na kontrolu než ušetří — audit výstupů místo slepé automatizace. Paralelně stojí za to prozkoumat agentní workflow, která adresují právě tvoji obavu z dependency tím, že zachovávají tvou kontrolu nad rozhodovacím procesem.",36_45,vs,business,male,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",0.1.0
8668eb3b,2026-05-11T08:53:52.193Z,bioptic,Zdeňka,5328,"{""q1"":""never"",""q2"":""never"",""q3"":[""chatgpt""],""q4"":""no"",""q5"":[""none""],""q6"":4,""q7"":2,""q8"":[""none""],""q9"":3,""q10"":{""animalSelf"":""Ryba"",""animalAi"":""Chobotnice""},""q11"":{""age"":""56_65"",""education"":""ss_matur"",""field"":""health"",""gender"":""female""}}",1,0,casual_enthusiast,0,0,"Ryba a chobotnice — to je setkání, které se v přírodě málokdy odehraje jako přátelský rozhovor. Ryba žije v proudu, orientuje se bočními čáry, vnímá tlak a vibrace, ale chobotnici s jejími osmi nezávisle přemýšlejícími chapadly zatím nepotkala. Co je ale nejzajímavější: chobotnice nemá tvrdou kostru — celá svá mění tvar podle prostoru, do kterého vstoupí. Možná právě proto jsi ji zvolil(a) pro AI: není to pevný stroj, ale něco tekutého, co se přizpůsobí — a to může být stejně fascinující jako znepokojivé, podle toho, jak blízko připlavete.",1,50,FALSE,"Jsi klasický začátečník s neutrálním postojem — zatím jsi AI nepotkal(a) v praxi, ale nezavírají se ti před ní dveře. Zajímavý signál: zmiňuješ ChatGPT jako nástroj, přestože ho podle vlastních slov nepoužíváš — to naznačuje, že o AI víš, ale ještě sis nenašel(a) důvod skočit do vody. Konkrétní první krok: vyzkoušej ChatGPT na jednu věc, kterou děláš každý týden — třeba shrnutí textu, přípravu e-mailu nebo brainstorming nápadu. Jeden reálný výsledek udělá víc než jakákoli teorie.",56_65,ss_matur,health,female,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",0.1.0
d5099aeb,2026-05-11T12:41:11.086Z,online,Dan,144,"{""q1"":""gt2y"",""q2"":""always"",""q3"":[""chatgpt"",""claude"",""gemini""],""q4"":""one"",""q5"":[""long_prompt"",""chatbot_max"",""vibecoding"",""automation"",""agent""],""q6"":4,""q7"":3,""q8"":[""safety""],""q9"":5,""q10"":{""animalSelf"":""Morče "",""animalAi"":""Jestřáb ""},""q11"":{""age"":""36_45"",""education"":""vs"",""field"":""it"",""gender"":""male""}}",80,-8,realistic_power_user,0,0,"Morče a jestřáb — to je dvojice, která by v přírodě neměla moc co do činění, a přesto si ji volíš. Jestřáb vidí ze dvě stě metrů výšky, krouží, čeká a pak jedná s přesností, která nepotřebuje omluvu. Morče mezitím žije v noci, kopí nory a přežívá v systémech, které mu nikdo nevysvětlil — a přežívá dobře. Možná ta intuice říká něco o tom, jak k AI přistupuješ: necháváš ji kroužit a lovit za tebe, ale kontrolu nad teritoriem si držíš sám, tlapkou na zemi.",80,42,FALSE,"Jsi realistický power user — AI používáš na úrovni, kde většina lidí teprve čte návody, ale entuziastický kult kolem ní tě zřejmě moc nebaví. Zajímavý signál je kombinace: stavíš agenty a automatizace, zároveň hlasitě souhlasíš s regulací AI jako drog (Q9 = 5) a máš obavy kolem safety (Q8) — to není rozpor, ale vyzrálý postoj člověka, který ví, co nástroj umí. Konkrétně: pokud buduješ agenty, je čas přestat je stavět ad hoc a začít je auditovat — definuj si hranice autonomie každého agenta a testuj failure states záměrně, ne až když se něco pokazí. Druhý krok: propoj své automatizace s explicitním risk frameworkem, třeba jednoduchým rozhodovacím stromem, co agent smí eskalovat a co ne.",36_45,vs,it,male,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",0.1.0
f3ca0059,2026-05-11T14:00:39.642Z,online,Radim,320,"{""q1"":""gt2y"",""q2"":""weekly"",""q3"":[""chatgpt"",""gemini"",""copilot"",""perplexity"",""notebooklm""],""q4"":""one"",""q5"":[""long_prompt"",""chatbot_max""],""q6"":1,""q7"":4,""q8"":[""ethics"",""safety"",""jobs""],""q9"":3,""q10"":{""animalSelf"":""kavka"",""animalAi"":""chobotnice""},""q11"":{""age"":""36_45"",""education"":""vs"",""field"":""it"",""gender"":""male""}}",54,-9,realistic_power_user,0,0,"Kavka je pták, který sbírá lesklé věci — ne ze chamtivosti, ale ze zvědavosti a jakési estetické posedlosti. Chobotnice je tvor o devíti mozcích, který myslí rukama a mění barvu podle nálady prostředí. Zajímavý pár: jeden sbírá, druhý se přizpůsobuje — ale kdo z nich určuje, co má hodnotu? Možná právě toto je tvůj skutečný vztah s AI: ne otázka, jestli je chytrá, ale jestli ti přinese něco, co stojí za to odnést do hnízda.",54,41,FALSE,"Jsi zkušený každodenní uživatel AI s bohatým nástrojovým arzenálem, ale tvůj postoj ke světu AI zůstává kriticky rezervovaný — a to záměrně. Zajímavý signál je napětí mezi Q6 (AGI do 5 let? Rozhodně ne) a Q7 (svět k lepšímu? Spíš ano) — nevěříš velké technologické narativě, ale konkrétní užitečnost vidíš. Protože už ovládáš deep research i projekty v ChatGPT, má smysl přesunout pozornost na evaluaci výstupů: nauč se systematicky testovat, kdy ti AI lže přesvědčivě, a postav si vlastní sadu kontrolních otázek. Druhý krok: tvé etické obavy nejsou jen filozofie — zkus je zapojit přímo do promptů jako constraint („odpověz mi, ale uveď, kde tě mohu ověřit"").",36_45,vs,it,male,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Mobile/15E148 Safari/604.1",0.1.0
246e82ee,2026-05-11T14:08:50.174Z,online,Tom,197,"{""q1"":""gt2y"",""q2"":""weekly"",""q3"":[""chatgpt"",""gemini""],""q4"":""no"",""q5"":[""long_prompt""],""q6"":4,""q7"":3,""q8"":[""safety"",""dependency""],""q9"":3,""q10"":{""animalSelf"":""Pes"",""reasonSelf"":""Soustředěnost"",""animalAi"":""Papoušek"",""reasonAi"":""Učenlivost""},""q11"":{""age"":""46_55"",""education"":""vs"",""field"":""finance"",""gender"":""male""}}",36,-1,casual_skeptic,0,0,"Pes soustředěný na úkol a papoušek, který opakuje a variuje — to zní jako klidná, funkční dvojice, ale zkus se zeptat, kdo z nich určuje tempo. Papoušek totiž papouškuje jen to, co mu předhodíš, a pes přesně ví, co chce přinést — jenže pokud pes nezkouší nové trasy, oba krouží po stejném dvoře. Možná je ta „učenlivost"" AI provokací: co by se stalo, kdyby ses nechal naučit něco ty od ní, ne jen opačně? Malá intelektuální neposlušnost psa vůči papouškovi by mohla být tím nejzajímavějším trikem celého workshopu.",36,49,FALSE,"Jsi zkušený pravidelný uživatel, který přesto zůstává v kvadrantu začátečník-skeptik — dvouletá praxe a týdenní frekvence se zatím nepromítly do rozšíření nástrojů ani modalit za hranice textového chatu. Nejzajímavější signál je napětí mezi Q6 (docela věříš, že AI dosáhne lidské úrovně) a Q7 (osobní přínos hodnotíš neutrálně) — jako by sis říkal: „Jo, svět se změní, ale mě se to tolik netýká."" Konkrétní krok: protože už píšeš komplexní prompty, vyzkoušej je přenést do prostředí s API nebo systémovými instrukcemi (např. přes Gemini Advanced nebo OpenAI Playground) — tam komplexita promptů skutečně rozhoduje a výsledek pocítíš okamžitě. Obavy ze závislosti jsou legitimní startovní bod pro vědo",46_55,vs,finance,male,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36 OPR/98.0.0.0",0.1.0
cd724474,2026-05-11T20:53:48.840Z,online,Michal,312,"{""q1"":""6m_2y"",""q2"":""always"",""q3"":[""chatgpt"",""gemini"",""other""],""q4"":""no"",""q5"":[""none""],""q6"":3,""q7"":3,""q8"":[""hallucinations"",""authenticity""],""q9"":4,""q10"":{""animalSelf"":""Slon"",""reasonSelf"":""Dělá si jen hezky. Nikdo ho neopravuje."",""animalAi"":""Amarouny""},""q11"":{""age"":""56_65"",""education"":""ss_matur"",""field"":""na"",""gender"":""male""}}",44,-11,casual_skeptic,0,0,"Slon si klidně kráčí krajinou a nikdo ho neopravuje — což je buď důstojnost, nebo tiché přehlížení. Amarouny jsou průsvitní mořští tvorové bez pevné formy, jejichž existence je spíš otázka než odpověď — a ty jsi jim nepřiřadil/a ani jeden důvod. Možná proto, že AI pro tebe zatím není dost konkrétní na to, aby si zasloužila příběh. Slon a amarouna se v přírodě nikdy nepotkají — a přesto tady jsou oba ve stejné místnosti, jeden pevný a sebejistý, druhý průsvitný a nevysvětlený.",44,39,FALSE,"Pohybuješ se v kvadrantu začátečník-skeptik: AI používáš pravidelně a denně, ale zatím povrchově — jen v textové modalitě, bez pokročilých technik. Zajímavý signál je v napětí mezi každodenní frekvencí a naprostou absencí pokročilejšího přístupu: něco tě táhne zpět ke stolu, ale hlouběji ses nepustil/a. Tvoje obavy z halucinací a autenticity jsou legitimní — konkrétní akční krok je naučit se systematicky ověřovat výstupy: zkus u každé odpovědi identifikovat jeden tvrzený fakt a projít si, jak bys ho ověřil/a mimo AI. Dalším logickým posunem by bylo vyzkoušet strukturované promptování — třeba metodu „role + kontext + formát výstupu"" — a sledovat, zda ti to pomůže halucinacím předcházet.",56_65,ss_matur,na,male,"Mozilla/5.0 (Linux; Android 16; Pixel 8 Pro Build/CP1A.260405.005) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.156 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/560.0.0.57.63;IABMV/1",0.1.0
382dc193,2026-05-12T13:53:54.770Z,cak,Aneta,275,"{""q1"":""6m_2y"",""q2"":""daily"",""q3"":[""chatgpt"",""copilot"",""notebooklm""],""q4"":""one"",""q5"":[""long_prompt""],""q6"":1,""q7"":3,""q8"":[""hallucinations"",""authenticity"",""safety""],""q9"":5,""q10"":{""animalSelf"":""Lev"",""animalAi"":""Ke všem zákeřným""},""q11"":{""age"":""36_45"",""education"":""vs"",""field"":""finance"",""gender"":""female""}}",49,-29,casual_skeptic,0,0,"Lev a „všechna zákeřná zvířata"" — to není zoologická klasifikace, to je scéna z bajky. Lev vládne teritoriu, ale zákeřná zvěř se nepohybuje přímo, nepředvídatelně mění tvar a nikdy nepřijde zepředu. Zajímavé je, že lev zákeřnost nepopírá ani se jí nevyhýbá — drží si odstup, ale do buše jde každý den. Tahle dvojice možná není o strachu, ale o vědomém vstupu do prostředí, kterému plně nedůvěřuješ, protože si myslíš, že to od lva vyžaduje přesně tato savana.",49,21,FALSE,"Jsi každodenní uživatel s reálnou praxí, ale tvůj postoj k AI je výrazně skeptický — nacházíš se v kvadrantu začátečník-skeptik. Nejostřejší signál: kombinace souhlasu s přísnou regulací (Q9: 5) a naprostého odmítnutí tvrzení o lidské rovnocennosti AI (Q6: 1) ukazuje, že skepticismus není povrchový, ale hodnotový. Máš rozjeté tři nástroje a píšeš komplexní prompty — to je dobrý základ, ale zůstáváš pravděpodobně v bezpečné, ověřitelné zóně použití. Konkrétní krok: vyzkoušej systematické ověřování výstupů ChatGPT pomocí NotebookLM nad vlastními dokumenty — dostaneš nástroj, který tvé obavy z halucinací reálně adresuje, místo aby je jen odkládal.",36_45,vs,finance,female,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Mobile/15E148 Safari/604.1",0.1.0
9458d113,2026-05-12T13:55:30.748Z,cak,Zuzana,197,"{""q1"":""6m_2y"",""q2"":""always"",""q3"":[""gemini""],""q4"":""no"",""q5"":[""long_prompt"",""chatbot_max""],""q6"":3,""q7"":3,""q8"":[""hallucinations"",""authenticity"",""dependency""],""q9"":4,""q10"":{""animalSelf"":""Rys"",""animalAi"":""Krakatice""},""q11"":{""age"":""26_35"",""education"":""vs"",""field"":""finance"",""gender"":""female""}}",46,-14,casual_skeptic,0,0,"Rys číhá tiše, vidí daleko a nevěří každému pohybu v křoví — a pak je tu krakatice, která má osm chapadel, mění barvu, čerpá vodu a stříká inkoust, když se necítí bezpečně. Je to zvláštní setkání: jedno zvíře je soustředěná preciznost, druhé je rozptýlená adaptabilita. Možná proto ti AI občas připadá jako příliš mnoho chapadel najednou — ne nepřátelská, ale těžko čitelná. Rys a krakatice si nikdy neporozumí snadno, ale oba jsou predátoři ve svém prostředí. Otázka není, jestli si věřit — ale kdo číhá na koho.",46,36,FALSE,"Jsi zkušený každodenní uživatel AI, který se pohybuje na hranici začátečník–pokročilý, ale s výrazně skeptickým postojem k jejímu dopadu. Zajímavý signál je rozpor mezi tím, co *děláš* (komplexní prompty, deep research, projekty v Gemini), a tím, co *cítíš* — neutrál v otázkách dopadu a silná podpora regulace. Tvé obavy z halucinací a závislosti nejsou iracionální, ale právě proto tě brzdí: zkus aktivně budovat vlastní „verifikační rutinu"" — například pair-checking klíčových výstupů přes druhý model nebo externí zdroj. Tím přemístíš obavy z pasivního diskomfortu do konkrétní praxe.",26_35,vs,finance,female,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",0.1.0
c99142bc,2026-05-12T13:54:46.083Z,cak,J.J.,180,"{""q1"":""gt2y"",""q2"":""always"",""q3"":[""perplexity"",""notebooklm""],""q4"":""multi"",""q5"":[""long_prompt"",""chatbot_max""],""q6"":4,""q7"":3,""q8"":[""jobs"",""dependency"",""safety""],""q9"":2,""q10"":{""animalSelf"":""Pes"",""animalAi"":""Mlok"",""reasonAi"":""Čapkova Válka s mloky""},""q11"":{""age"":""36_45"",""education"":""vs"",""field"":""finance"",""gender"":""male""}}",78,1,optimistic_power_user,0,0,"Pes a mlok — to je neobvyklá dvojice. Pes je domestikovaný, věrný, čitelný ve svých záměrech; mlok z Čapka je naopak tvor, který se nechá domestikovat, pak se začne množit a nakonec tiše podrývá pevninu pod nohama těch, kdo ho chovali. Volíš pro AI obraz, který není nebezpečný sám o sobě, ale stává se nebezpečným kolektivně — a to přesně odpovídá tvým obavám z Q8: ne jedna AI, ale závislost a systémový dopad. Možná tak trochu testuješ, zda jsi ty ten, kdo mloka cvičí, nebo ten, kdo mu staví přístavní molo.",78,51,FALSE,"Jsi zkušený každodenní uživatel AI na hranici mezi pokročilým praktikem a power userem — dva roky praxe, Perplexity a NotebookLM jako hlavní nástroje, komplexní prompty a deep research jako rutina. Zajímavý je drobný střet mezi Q6 (4 — AI brzy na úrovni lidí) a Q7 (3 — ale mému životu to zásadně nepomůže): technologický optimismus ti jde ruku v ruce s osobní rezervovaností. Právě proto by mělo být tvým dalším krokem záměrně testovat AI tam, kde ji zatím *nedůvěřuješ* — konkrétně si zvol jeden pracovní proces, kde AI ještě nepoužíváš, a měsíc sleduj, zda se Y-postoj změní datově, ne intuitivně.",36_45,vs,finance,male,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",0.1.0
b4f75ef1,2026-05-12T13:57:31.504Z,cak,Petra,243,"{""q1"":""6m_2y"",""q2"":""monthly"",""q3"":[""chatgpt"",""copilot""],""q4"":""no"",""q5"":[""long_prompt""],""q6"":2,""q7"":1,""q8"":[""authenticity"",""ethics"",""safety""],""q9"":5,""q10"":{""animalAi"":""Chobotnice "",""animalSelf"":""Pes""},""q11"":{""age"":""26_35"",""education"":""vs"",""field"":""finance"",""gender"":""female""}}",23,-44,casual_skeptic,0,0,"Pes a chobotnice — to je zoologicky nepravděpodobná dvojice. Pes je tvor smlouvy: loajální, ale jen pokud rozumí pravidlům a cítí, že druhá strana je férovým partnerem. Chobotnice naproti tomu nemá žádnou smlouvu, má osm nezávislých nervových center a mění barvu, aniž by o tom věděla. Není divu, že takové zvíře vzbuzuje spíš fascinaci než důvěru — a že pes před ním sedí, hlavičku nakloněnou, a přemýšlí, jestli má vůbec smysl se přiblížit. Možná právě tohle napětí — instinkt ke smlouvě versus entita, která smlouvy nepotřebuje — je ten nejupřímnější popis vztahu, který teď máš s AI.",23,6,FALSE,"Jsi začátečník-skeptik: AI používáš teprve krátce a nepravidelně, a zároveň k ní přistupuješ s výraznou nedůvěrou — skóre postoje 6/100 tě řadí mezi nejkritičtější účastníky workshopu. Zajímavý signál je rozpor mezi tím, že píšeš komplexní prompty (Q5), ale používáš AI jen měsíčně (Q2) — technická zdatnost tu evidentně nepohání frekvenci, spíš tě brzdí skepticismus vůči autenticitě a etice. Doporučení: místo rozšiřování nástrojů zkus jeden konkrétní opakovaný úkol — třeba revizi vlastních textů v ChatGPT — a vědomě sleduj, kde ti AI přidá hodnotu a kde tě zklame. Tím získáš vlastní datové body místo obecných obav.",26_35,vs,finance,female,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",0.1.0
6358a6d7,2026-05-12T13:58:20.160Z,cak,jiri,190,"{""q1"":""gt2y"",""q2"":""always"",""q3"":[""chatgpt"",""claude"",""gemini"",""other"",""audio"",""image"",""notebooklm"",""perplexity""],""q4"":""multi"",""q5"":[""long_prompt"",""chatbot_max"",""vibecoding"",""automation"",""agent""],""q6"":4,""q7"":4,""q8"":[""authenticity"",""ethics"",""safety""],""q9"":3,""q10"":{""animalSelf"":""---"",""animalAi"":""---""},""q11"":{}}",100,6,optimistic_power_user,0,0,"Zvířata jsi nevyplnil — a to je samo o sobě zajímavá volba. Možná žádná metafora nepasuje, možná jich pasuje příliš mnoho. U někoho, kdo staví agenty a vibekóduje aplikace, mě ale napadá tiché podezření: člověk, který tvoří digitální stvoření schopná jednat za něj, si možná zvíře hledá teprve — a AI si ho zatím hledá také. Dva prázdné klece naproti sobě mohou být začátek dialogu stejně dobře jako jeho konec.",100,56,FALSE,"Patříš mezi nejzkušenější uživatele AI, které na workshopech potkávám — power user v optimistickém kvadrantu, který AI nejen používá, ale aktivně staví s ní svět. Signál, který tě odlišuje od ostatních, je kombinace vibecódování vlastních aplikací a budování agentů: nejsi konzument nástrojů, jsi jejich architekt. Tvé obavy kolem autenticity a etiky ale naznačují, že víš, co stojí za fasádou — a to je cenný kompas. Konkrétní krok: začni své agenty a automatizace záměrně testovat na hranách — kde selhávají, kde produkují přesvědčivý, ale nepravdivý výstup — a z toho si postav vlastní evaluační rámec, který budeš moci sdílet dál.",,,,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Mobile Safari/537.36",0.1.0
